date,store_id,product_id,units_sold,price,discount,promotion,store_type,product_category,inventory
2026-01-25,S002,P001,135,100.0,0,0,Urban,Grocery,291
2026-01-26,S002,P001,112,100.0,0,0,Urban,Grocery,270
2026-01-27,S002,P001,119,100.0,0,0,Urban,Grocery,269
2026-01-28,S002,P001,102,100.0,0,0,Urban,Grocery,232
2026-01-29,S002,P001,122,100.0,0,0,Urban,Grocery,220
2026-01-30,S002,P001,127,100.0,0,0,Urban,Grocery,491
2026-01-31,S002,P001,172,100.0,0,1,Urban,Grocery,475
2026-02-01,S002,P001,129,100.0,0,0,Urban,Grocery,474
2026-02-02,S002,P001,123,100.0,0,0,Urban,Grocery,452
2026-02-03,S002,P001,137,100.0,0,1,Urban,Grocery,447
2026-02-04,S002,P001,118,100.0,0,0,Urban,Grocery,424
2026-02-05,S002,P001,120,100.0,0,0,Urban,Grocery,394
2026-02-06,S002,P001,145,100.0,0,1,Urban,Grocery,375
2026-02-07,S002,P001,123,100.0,0,0,Urban,Grocery,365
2026-02-08,S002,P001,124,100.0,0,0,Urban,Grocery,334
2026-02-09,S002,P001,133,100.0,0,0,Urban,Grocery,328
2026-02-10,S002,P001,137,100.0,0,0,Urban,Grocery,291
2026-02-11,S002,P001,110,100.0,0,0,Urban,Grocery,281
2026-02-12,S002,P001,139,100.0,0,1,Urban,Grocery,250
2026-02-13,S002,P001,119,100.0,0,0,Urban,Grocery,244
2026-02-14,S002,P001,152,100.0,0,1,Urban,Grocery,226
2026-02-15,S002,P001,127,100.0,0,0,Urban,Grocery,508
2026-02-16,S002,P001,111,100.0,0,0,Urban,Grocery,477
2026-02-17,S002,P001,141,100.0,0,0,Urban,Grocery,468
2026-02-18,S002,P001,108,100.0,0,0,Urban,Grocery,431
2026-02-19,S002,P001,128,100.0,0,0,Urban,Grocery,420
2026-02-20,S002,P001,120,100.0,0,0,Urban,Grocery,394
2026-02-21,S002,P001,139,100.0,0,0,Urban,Grocery,381
2026-02-22,S002,P001,158,100.0,15,1,Urban,Grocery,365
2026-02-23,S002,P001,120,100.0,0,0,Urban,Grocery,333
2026-02-24,S002,P001,133,100.0,0,0,Urban,Grocery,310
2026-02-25,S002,P001,136,100.0,0,0,Urban,Grocery,308
2026-02-26,S002,P001,111,100.0,0,0,Urban,Grocery,288
2026-02-27,S002,P001,161,100.0,0,1,Urban,Grocery,264
2026-02-28,S002,P001,126,100.0,0,0,Urban,Grocery,242
2026-03-01,S002,P001,127,100.0,0,0,Urban,Grocery,475
2026-03-02,S002,P001,114,100.0,0,0,Urban,Grocery,454
2026-03-03,S002,P001,125,100.0,0,0,Urban,Grocery,445
2026-03-04,S002,P001,121,100.0,0,0,Urban,Grocery,420
2026-03-05,S002,P001,156,100.0,0,1,Urban,Grocery,401
2026-03-06,S002,P001,155,100.0,0,1,Urban,Grocery,384
2026-03-07,S002,P001,169,100.0,0,1,Urban,Grocery,364
2026-03-08,S002,P001,124,100.0,0,0,Urban,Grocery,337
2026-03-09,S002,P001,146,100.0,10,1,Urban,Grocery,312
2026-03-10,S002,P001,121,100.0,0,0,Urban,Grocery,297
2026-03-11,S002,P001,113,100.0,0,0,Urban,Grocery,273
2026-03-12,S002,P001,127,100.0,0,0,Urban,Grocery,255
2026-03-13,S002,P001,136,100.0,0,0,Urban,Grocery,242
2026-03-14,S002,P001,166,100.0,0,1,Urban,Grocery,228
2026-03-15,S002,P001,132,100.0,0,0,Urban,Grocery,491
2026-03-16,S002,P001,119,100.0,0,0,Urban,Grocery,485
2026-03-17,S002,P001,123,100.0,0,0,Urban,Grocery,464
2026-03-18,S002,P001,114,100.0,0,0,Urban,Grocery,431
2026-03-19,S002,P001,126,100.0,0,0,Urban,Grocery,416
2026-03-20,S002,P001,119,100.0,0,0,Urban,Grocery,390
2026-03-21,S002,P001,132,100.0,0,0,Urban,Grocery,386
2026-03-22,S002,P001,124,100.0,0,0,Urban,Grocery,359
2026-03-23,S002,P001,115,100.0,0,0,Urban,Grocery,347
2026-03-24,S002,P001,121,100.0,0,0,Urban,Grocery,323
2026-03-25,S002,P001,153,100.0,10,1,Urban,Grocery,302
2026-03-26,S002,P001,167,100.0,10,1,Urban,Grocery,281
2026-03-27,S002,P001,115,100.0,0,0,Urban,Grocery,251
2026-03-28,S002,P001,132,100.0,0,0,Urban,Grocery,238
2026-03-29,S002,P001,130,100.0,0,0,Urban,Grocery,215
2026-03-30,S002,P001,145,100.0,0,1,Urban,Grocery,497
2026-03-31,S002,P001,126,100.0,0,0,Urban,Grocery,480
2026-04-01,S002,P001,139,100.0,0,1,Urban,Grocery,478
2026-04-02,S002,P001,147,100.0,0,1,Urban,Grocery,462
2026-04-03,S002,P001,121,100.0,0,0,Urban,Grocery,435
2026-04-04,S002,P001,135,100.0,0,0,Urban,Grocery,410
2026-04-05,S002,P001,175,100.0,10,1,Urban,Grocery,399
2026-04-06,S002,P001,124,100.0,0,0,Urban,Grocery,374
2026-04-07,S002,P001,143,100.0,10,1,Urban,Grocery,366
2026-04-08,S002,P001,137,100.0,0,0,Urban,Grocery,334
2026-04-09,S002,P001,117,100.0,0,0,Urban,Grocery,314
2026-04-10,S002,P001,127,100.0,0,0,Urban,Grocery,292
2026-04-11,S002,P001,133,100.0,0,0,Urban,Grocery,287
2026-04-12,S002,P001,133,100.0,0,0,Urban,Grocery,254
2026-04-13,S002,P001,147,100.0,15,1,Urban,Grocery,245
2026-04-14,S002,P001,123,100.0,0,0,Urban,Grocery,210
2026-04-15,S002,P001,125,100.0,0,0,Urban,Grocery,502
2026-04-16,S002,P001,125,100.0,0,0,Urban,Grocery,473
2026-04-17,S002,P001,119,100.0,0,0,Urban,Grocery,455
2026-04-18,S002,P001,147,100.0,0,0,Urban,Grocery,430
2026-04-19,S002,P001,154,100.0,0,1,Urban,Grocery,412
2026-04-20,S002,P001,124,100.0,0,0,Urban,Grocery,401
2026-04-21,S002,P001,124,100.0,0,0,Urban,Grocery,379
2026-04-22,S002,P001,108,100.0,0,0,Urban,Grocery,366
2026-04-23,S002,P001,111,100.0,0,0,Urban,Grocery,339
2026-04-24,S002,P001,114,100.0,0,0,Urban,Grocery,321
2026-04-25,S002,P001,144,100.0,0,0,Urban,Grocery,300
2026-04-26,S002,P001,171,100.0,0,1,Urban,Grocery,285
2026-04-27,S002,P001,116,100.0,0,0,Urban,Grocery,257
2026-04-28,S002,P001,121,100.0,0,0,Urban,Grocery,239
2026-04-29,S002,P001,128,100.0,0,0,Urban,Grocery,218
2026-04-30,S002,P001,127,100.0,0,0,Urban,Grocery,496
2026-05-01,S002,P001,115,100.0,0,0,Urban,Grocery,481
2026-05-02,S002,P001,142,100.0,0,0,Urban,Grocery,456
2026-05-03,S002,P001,150,100.0,0,1,Urban,Grocery,440
2026-05-04,S002,P001,138,100.0,0,1,Urban,Grocery,413
2026-05-05,S002,P001,140,100.0,10,1,Urban,Grocery,391
2026-05-06,S002,P001,115,100.0,0,0,Urban,Grocery,381
2026-05-07,S002,P001,120,100.0,0,0,Urban,Grocery,357
2026-05-08,S002,P001,145,100.0,10,1,Urban,Grocery,344
2026-05-09,S002,P001,136,100.0,0,0,Urban,Grocery,318
2026-05-10,S002,P001,141,100.0,0,0,Urban,Grocery,299
2026-05-11,S002,P001,131,100.0,0,0,Urban,Grocery,288
2026-05-12,S002,P001,123,100.0,0,0,Urban,Grocery,264
2026-05-13,S002,P001,129,100.0,0,0,Urban,Grocery,240
2026-05-14,S002,P001,125,100.0,0,0,Urban,Grocery,224
2026-05-15,S002,P001,119,100.0,0,0,Urban,Grocery,503
2026-05-16,S002,P001,129,100.0,0,0,Urban,Grocery,470
2026-05-17,S002,P001,176,100.0,0,1,Urban,Grocery,464
2026-05-18,S002,P001,125,100.0,0,0,Urban,Grocery,447
2026-05-19,S002,P001,121,100.0,0,0,Urban,Grocery,423
2026-05-20,S002,P001,109,100.0,0,0,Urban,Grocery,400
2026-05-21,S002,P001,118,100.0,0,0,Urban,Grocery,386
2026-05-22,S002,P001,142,100.0,10,1,Urban,Grocery,355
2026-05-23,S002,P001,139,100.0,0,0,Urban,Grocery,333
2026-05-24,S002,P001,148,100.0,20,1,Urban,Grocery,327
2026-05-25,S002,P001,123,100.0,0,0,Urban,Grocery,295
2026-05-26,S002,P001,123,100.0,0,0,Urban,Grocery,277
2026-05-27,S002,P001,120,100.0,0,0,Urban,Grocery,257
2026-05-28,S002,P001,112,100.0,0,0,Urban,Grocery,240
2026-05-29,S002,P001,115,100.0,0,0,Urban,Grocery,229
2026-05-30,S002,P001,135,100.0,0,0,Urban,Grocery,498
2026-05-31,S002,P001,172,100.0,10,1,Urban,Grocery,479
2026-06-01,S002,P001,142,100.0,0,1,Urban,Grocery,477
2026-06-02,S002,P001,148,100.0,0,1,Urban,Grocery,452
2026-06-03,S002,P001,172,100.0,0,1,Urban,Grocery,436
2026-06-04,S002,P001,109,100.0,0,0,Urban,Grocery,429
2026-06-05,S002,P001,107,100.0,0,0,Urban,Grocery,406
2026-06-06,S002,P001,132,100.0,0,0,Urban,Grocery,389
2026-06-07,S002,P001,121,100.0,0,0,Urban,Grocery,350
2026-06-08,S002,P001,132,100.0,0,0,Urban,Grocery,342
2026-06-09,S002,P001,148,100.0,0,1,Urban,Grocery,314
2026-06-10,S002,P001,125,100.0,0,0,Urban,Grocery,306
2026-06-11,S002,P001,112,100.0,0,0,Urban,Grocery,273
2026-06-12,S002,P001,125,100.0,0,0,Urban,Grocery,260
2026-06-13,S002,P001,121,100.0,0,0,Urban,Grocery,248
2026-06-14,S002,P001,129,100.0,0,0,Urban,Grocery,216
2026-06-15,S002,P001,144,100.0,15,1,Urban,Grocery,493
2026-06-16,S002,P001,152,100.0,15,1,Urban,Grocery,487
2026-06-17,S002,P001,110,100.0,0,0,Urban,Grocery,468
2026-06-18,S002,P001,122,100.0,0,0,Urban,Grocery,443
2026-06-19,S002,P001,120,100.0,0,0,Urban,Grocery,412
2026-06-20,S002,P001,140,100.0,0,0,Urban,Grocery,397
2026-06-21,S002,P001,142,100.0,0,0,Urban,Grocery,379
2026-06-22,S002,P001,150,100.0,0,1,Urban,Grocery,366
2026-06-23,S002,P001,116,100.0,0,0,Urban,Grocery,334
2026-06-24,S002,P001,107,100.0,0,0,Urban,Grocery,318
2026-06-25,S002,P001,125,100.0,0,0,Urban,Grocery,294
2026-06-26,S002,P001,100,100.0,0,0,Urban,Grocery,277
2026-06-27,S002,P001,127,100.0,0,0,Urban,Grocery,252
2026-06-28,S002,P001,152,100.0,0,1,Urban,Grocery,233
2026-06-29,S002,P001,154,100.0,0,1,Urban,Grocery,214
2026-06-30,S002,P001,126,100.0,0,0,Urban,Grocery,507
2026-07-01,S002,P001,139,100.0,10,1,Urban,Grocery,485
2026-07-02,S002,P001,138,100.0,10,1,Urban,Grocery,456
2026-07-03,S002,P001,122,100.0,0,0,Urban,Grocery,437
2026-07-04,S002,P001,147,100.0,0,0,Urban,Grocery,419
2026-07-05,S002,P001,138,100.0,0,0,Urban,Grocery,398
2026-07-06,S002,P001,116,100.0,0,0,Urban,Grocery,379
2026-07-07,S002,P001,123,100.0,0,0,Urban,Grocery,364
2026-07-08,S002,P001,119,100.0,0,0,Urban,Grocery,334
2026-07-09,S002,P001,135,100.0,0,0,Urban,Grocery,313
2026-07-10,S002,P001,169,100.0,0,1,Urban,Grocery,291
2026-07-11,S002,P001,133,100.0,0,0,Urban,Grocery,270
2026-07-12,S002,P001,149,100.0,0,0,Urban,Grocery,256
2026-07-13,S002,P001,143,100.0,0,1,Urban,Grocery,249
2026-07-14,S002,P001,142,100.0,15,1,Urban,Grocery,226
2026-07-15,S002,P001,125,100.0,0,0,Urban,Grocery,490
2026-07-16,S002,P001,120,100.0,0,0,Urban,Grocery,484
2026-07-17,S002,P001,126,100.0,0,0,Urban,Grocery,466
2026-07-18,S002,P001,134,100.0,0,0,Urban,Grocery,449
2026-07-19,S002,P001,138,100.0,0,0,Urban,Grocery,411
2026-07-20,S002,P001,129,100.0,0,0,Urban,Grocery,393
2026-07-21,S002,P001,135,100.0,0,0,Urban,Grocery,370
2026-07-22,S002,P001,145,100.0,0,1,Urban,Grocery,350
2026-07-23,S002,P001,112,100.0,0,0,Urban,Grocery,345
2026-07-24,S002,P001,145,100.0,0,1,Urban,Grocery,321
2026-07-25,S002,P001,136,100.0,0,0,Urban,Grocery,293
2026-07-26,S002,P001,136,100.0,0,0,Urban,Grocery,271
2026-07-27,S002,P001,140,100.0,0,1,Urban,Grocery,252
2026-07-28,S002,P001,151,100.0,20,1,Urban,Grocery,248
2026-07-29,S002,P001,118,100.0,0,0,Urban,Grocery,226
2026-07-30,S002,P001,121,100.0,0,0,Urban,Grocery,500
2026-07-31,S002,P001,125,100.0,0,0,Urban,Grocery,474
2026-08-01,S002,P001,134,100.0,0,0,Urban,Grocery,483
2026-08-02,S002,P001,130,100.0,0,0,Urban,Grocery,467
2026-08-03,S002,P001,110,100.0,0,0,Urban,Grocery,448
2026-08-04,S002,P001,121,100.0,0,0,Urban,Grocery,429
2026-08-05,S002,P001,120,100.0,0,0,Urban,Grocery,404
2026-08-06,S002,P001,125,100.0,0,0,Urban,Grocery,389
2026-08-07,S002,P001,125,100.0,0,0,Urban,Grocery,367
2026-08-08,S002,P001,160,100.0,15,1,Urban,Grocery,339
2026-08-09,S002,P001,133,100.0,0,0,Urban,Grocery,315
2026-08-10,S002,P001,120,100.0,0,0,Urban,Grocery,307
2026-08-11,S002,P001,123,100.0,0,0,Urban,Grocery,278
2026-08-12,S002,P001,114,100.0,0,0,Urban,Grocery,252
2026-08-13,S002,P001,120,100.0,0,0,Urban,Grocery,232
2026-08-14,S002,P001,127,100.0,0,0,Urban,Grocery,220
2026-08-15,S002,P001,125,100.0,0,0,Urban,Grocery,504
2026-08-16,S002,P001,161,100.0,0,1,Urban,Grocery,489
2026-08-17,S002,P001,114,100.0,0,0,Urban,Grocery,451
2026-08-18,S002,P001,126,100.0,0,0,Urban,Grocery,430
2026-08-19,S002,P001,111,100.0,0,0,Urban,Grocery,415
2026-08-20,S002,P001,125,100.0,0,0,Urban,Grocery,393
2026-08-21,S002,P001,133,100.0,0,1,Urban,Grocery,379
2026-08-22,S002,P001,124,100.0,0,0,Urban,Grocery,362
2026-08-23,S002,P001,146,100.0,0,0,Urban,Grocery,346
2026-08-24,S002,P001,120,100.0,0,0,Urban,Grocery,328
2026-08-25,S002,P001,150,100.0,0,1,Urban,Grocery,302
2026-01-01,S002,P002,34,250.0,0,0,Urban,Electronics,475
2026-01-02,S002,P002,45,250.0,0,0,Urban,Electronics,467
2026-01-03,S002,P002,60,250.0,0,0,Urban,Electronics,444
2026-01-04,S002,P002,53,250.0,0,0,Urban,Electronics,418
2026-01-05,S002,P002,55,250.0,0,0,Urban,Electronics,407
2026-01-06,S002,P002,44,250.0,0,0,Urban,Electronics,377
2026-01-07,S002,P002,33,250.0,0,0,Urban,Electronics,350
2026-01-08,S002,P002,25,250.0,0,0,Urban,Electronics,347
2026-01-09,S002,P002,46,250.0,0,0,Urban,Electronics,328
2026-01-10,S002,P002,53,250.0,0,0,Urban,Electronics,302
2026-01-11,S002,P002,57,250.0,0,0,Urban,Electronics,283
2026-01-12,S002,P002,21,250.0,0,0,Urban,Electronics,263
2026-01-13,S002,P002,41,250.0,0,0,Urban,Electronics,236
2026-01-14,S002,P002,46,250.0,0,0,Urban,Electronics,210
2026-01-15,S002,P002,64,250.0,0,1,Urban,Electronics,500
2026-01-16,S002,P002,51,250.0,0,0,Urban,Electronics,475
2026-01-17,S002,P002,70,250.0,0,0,Urban,Electronics,454
2026-01-18,S002,P002,49,250.0,0,0,Urban,Electronics,447
2026-01-19,S002,P002,62,250.0,0,1,Urban,Electronics,413
2026-01-20,S002,P002,40,250.0,0,0,Urban,Electronics,396
2026-01-21,S002,P002,46,250.0,0,0,Urban,Electronics,384
2026-01-22,S002,P002,40,250.0,0,0,Urban,Electronics,352
2026-01-23,S002,P002,30,250.0,0,0,Urban,Electronics,335
2026-01-24,S002,P002,61,250.0,0,0,Urban,Electronics,314
2026-01-25,S002,P002,61,250.0,0,0,Urban,Electronics,308
2026-01-26,S002,P002,44,250.0,0,0,Urban,Electronics,274
2026-01-27,S002,P002,40,250.0,0,0,Urban,Electronics,259
2026-01-28,S002,P002,46,250.0,0,0,Urban,Electronics,249
2026-01-29,S002,P002,69,250.0,10,1,Urban,Electronics,214
2026-01-30,S002,P002,36,250.0,0,0,Urban,Electronics,499
2026-01-31,S002,P002,48,250.0,0,0,Urban,Electronics,486
2026-02-01,S002,P002,49,250.0,0,0,Urban,Electronics,478
2026-02-02,S002,P002,37,250.0,0,0,Urban,Electronics,458
2026-02-03,S002,P002,73,250.0,0,1,Urban,Electronics,446
2026-02-04,S002,P002,22,250.0,0,0,Urban,Electronics,418
2026-02-05,S002,P002,32,250.0,0,0,Urban,Electronics,394
2026-02-06,S002,P002,34,250.0,0,0,Urban,Electronics,385
2026-02-07,S002,P002,66,250.0,0,0,Urban,Electronics,366
2026-02-08,S002,P002,55,250.0,0,0,Urban,Electronics,341
2026-02-09,S002,P002,48,250.0,0,0,Urban,Electronics,310
2026-02-10,S002,P002,52,250.0,0,0,Urban,Electronics,308
2026-02-11,S002,P002,36,250.0,0,0,Urban,Electronics,279
2026-02-12,S002,P002,33,250.0,0,0,Urban,Electronics,259
2026-02-13,S002,P002,41,250.0,0,0,Urban,Electronics,243
2026-02-14,S002,P002,49,250.0,0,0,Urban,Electronics,224
2026-02-15,S002,P002,48,250.0,0,0,Urban,Electronics,497
2026-02-16,S002,P002,69,250.0,0,1,Urban,Electronics,472
2026-02-17,S002,P002,42,250.0,0,0,Urban,Electronics,464
2026-02-18,S002,P002,36,250.0,0,0,Urban,Electronics,442
2026-02-19,S002,P002,57,250.0,0,1,Urban,Electronics,425
2026-02-20,S002,P002,71,250.0,0,1,Urban,Electronics,396
2026-02-21,S002,P002,55,250.0,0,0,Urban,Electronics,386
2026-02-22,S002,P002,61,250.0,0,0,Urban,Electronics,356
2026-02-23,S002,P002,39,250.0,0,0,Urban,Electronics,336
2026-02-24,S002,P002,40,250.0,0,0,Urban,Electronics,324
2026-02-25,S002,P002,59,250.0,0,1,Urban,Electronics,305
2026-02-26,S002,P002,42,250.0,0,0,Urban,Electronics,270
2026-02-27,S002,P002,54,250.0,0,0,Urban,Electronics,265
2026-02-28,S002,P002,52,250.0,0,0,Urban,Electronics,236
2026-03-01,S002,P002,50,250.0,0,0,Urban,Electronics,488
2026-03-02,S002,P002,63,250.0,0,1,Urban,Electronics,463
2026-03-03,S002,P002,40,250.0,0,0,Urban,Electronics,437
2026-03-04,S002,P002,33,250.0,0,0,Urban,Electronics,417
2026-03-05,S002,P002,60,250.0,0,1,Urban,Electronics,397
2026-03-06,S002,P002,61,250.0,0,1,Urban,Electronics,371
2026-03-07,S002,P002,56,250.0,0,0,Urban,Electronics,364
2026-03-08,S002,P002,49,250.0,0,0,Urban,Electronics,343
2026-03-09,S002,P002,40,250.0,0,0,Urban,Electronics,313
2026-03-10,S002,P002,47,250.0,0,0,Urban,Electronics,300
2026-03-11,S002,P002,75,250.0,0,1,Urban,Electronics,271
2026-03-12,S002,P002,39,250.0,0,0,Urban,Electronics,251
2026-03-13,S002,P002,40,250.0,0,0,Urban,Electronics,244
2026-03-14,S002,P002,42,250.0,0,0,Urban,Electronics,214
2026-03-15,S002,P002,69,250.0,0,0,Urban,Electronics,496
2026-03-16,S002,P002,45,250.0,0,0,Urban,Electronics,476
2026-03-17,S002,P002,33,250.0,0,0,Urban,Electronics,455
2026-03-18,S002,P002,41,250.0,0,0,Urban,Electronics,432
2026-03-19,S002,P002,42,250.0,0,0,Urban,Electronics,413
2026-03-20,S002,P002,59,250.0,0,1,Urban,Electronics,402
2026-03-21,S002,P002,63,250.0,0,0,Urban,Electronics,385
2026-03-22,S002,P002,47,250.0,0,0,Urban,Electronics,351
2026-03-23,S002,P002,34,250.0,0,0,Urban,Electronics,341
2026-03-24,S002,P002,43,250.0,0,0,Urban,Electronics,311
2026-03-25,S002,P002,52,250.0,0,0,Urban,Electronics,308
2026-03-26,S002,P002,60,250.0,0,1,Urban,Electronics,275
2026-03-27,S002,P002,46,250.0,0,0,Urban,Electronics,252
2026-03-28,S002,P002,71,250.0,0,1,Urban,Electronics,243
2026-03-29,S002,P002,48,250.0,0,0,Urban,Electronics,213
2026-03-30,S002,P002,69,250.0,0,1,Urban,Electronics,495
2026-03-31,S002,P002,44,250.0,0,0,Urban,Electronics,474
2026-04-01,S002,P002,37,250.0,0,0,Urban,Electronics,474
2026-04-02,S002,P002,36,250.0,0,0,Urban,Electronics,455
2026-04-03,S002,P002,47,250.0,0,0,Urban,Electronics,445
2026-04-04,S002,P002,57,250.0,0,0,Urban,Electronics,423
2026-04-05,S002,P002,82,250.0,0,1,Urban,Electronics,400
2026-04-06,S002,P002,67,250.0,10,1,Urban,Electronics,375
2026-04-07,S002,P002,46,250.0,0,0,Urban,Electronics,359
2026-04-08,S002,P002,44,250.0,0,0,Urban,Electronics,332
2026-04-09,S002,P002,32,250.0,0,0,Urban,Electronics,312
2026-04-10,S002,P002,31,250.0,0,0,Urban,Electronics,308
2026-04-11,S002,P002,47,250.0,0,0,Urban,Electronics,284
2026-04-12,S002,P002,63,250.0,0,0,Urban,Electronics,252
2026-04-13,S002,P002,52,250.0,0,1,Urban,Electronics,233
2026-04-14,S002,P002,54,250.0,10,1,Urban,Electronics,220
2026-04-15,S002,P002,41,250.0,0,0,Urban,Electronics,505
2026-04-16,S002,P002,32,250.0,0,0,Urban,Electronics,480
2026-04-17,S002,P002,54,250.0,0,1,Urban,Electronics,468
2026-04-18,S002,P002,56,250.0,0,0,Urban,Electronics,447
2026-04-19,S002,P002,60,250.0,0,0,Urban,Electronics,423
2026-04-20,S002,P002,47,250.0,0,0,Urban,Electronics,400
2026-04-21,S002,P002,66,250.0,0,1,Urban,Electronics,378
2026-04-22,S002,P002,45,250.0,0,0,Urban,Electronics,358
2026-04-23,S002,P002,52,250.0,0,0,Urban,Electronics,336
2026-04-24,S002,P002,42,250.0,0,0,Urban,Electronics,324
2026-04-25,S002,P002,55,250.0,0,0,Urban,Electronics,306
2026-04-26,S002,P002,76,250.0,0,1,Urban,Electronics,289
2026-04-27,S002,P002,25,250.0,0,0,Urban,Electronics,269
2026-04-28,S002,P002,49,250.0,0,1,Urban,Electronics,242
2026-04-29,S002,P002,27,250.0,0,0,Urban,Electronics,213
2026-04-30,S002,P002,44,250.0,0,0,Urban,Electronics,500
2026-05-01,S002,P002,37,250.0,0,0,Urban,Electronics,477
2026-05-02,S002,P002,54,250.0,0,0,Urban,Electronics,466
2026-05-03,S002,P002,46,250.0,0,0,Urban,Electronics,442
2026-05-04,S002,P002,69,250.0,0,1,Urban,Electronics,418
2026-05-05,S002,P002,67,250.0,0,1,Urban,Electronics,397
2026-05-06,S002,P002,71,250.0,10,1,Urban,Electronics,383
2026-05-07,S002,P002,42,250.0,0,0,Urban,Electronics,368
2026-05-08,S002,P002,42,250.0,0,0,Urban,Electronics,331
2026-05-09,S002,P002,50,250.0,0,0,Urban,Electronics,329
2026-05-10,S002,P002,50,250.0,0,0,Urban,Electronics,299
2026-05-11,S002,P002,49,250.0,0,0,Urban,Electronics,274
2026-05-12,S002,P002,20,250.0,0,0,Urban,Electronics,257
2026-05-13,S002,P002,44,250.0,0,0,Urban,Electronics,239
2026-05-14,S002,P002,31,250.0,0,0,Urban,Electronics,226
2026-05-15,S002,P002,46,250.0,0,0,Urban,Electronics,494
2026-05-16,S002,P002,67,250.0,0,0,Urban,Electronics,479
2026-05-17,S002,P002,57,250.0,0,0,Urban,Electronics,465
2026-05-18,S002,P002,32,250.0,0,0,Urban,Electronics,446
2026-05-19,S002,P002,40,250.0,0,0,Urban,Electronics,419
2026-05-20,S002,P002,41,250.0,0,0,Urban,Electronics,391
2026-05-21,S002,P002,44,250.0,0,0,Urban,Electronics,388
2026-05-22,S002,P002,78,250.0,0,1,Urban,Electronics,359
2026-05-23,S002,P002,64,250.0,0,0,Urban,Electronics,346
2026-05-24,S002,P002,56,250.0,0,0,Urban,Electronics,317
2026-05-25,S002,P002,40,250.0,0,0,Urban,Electronics,305
2026-05-26,S002,P002,29,250.0,0,0,Urban,Electronics,281
2026-05-27,S002,P002,37,250.0,0,0,Urban,Electronics,252
2026-05-28,S002,P002,48,250.0,0,0,Urban,Electronics,245
2026-05-29,S002,P002,52,250.0,0,0,Urban,Electronics,217
2026-05-30,S002,P002,53,250.0,0,0,Urban,Electronics,506
2026-05-31,S002,P002,80,250.0,0,1,Urban,Electronics,483
2026-06-01,S002,P002,53,250.0,0,0,Urban,Electronics,473
2026-06-02,S002,P002,58,250.0,15,1,Urban,Electronics,455
2026-06-03,S002,P002,72,250.0,0,1,Urban,Electronics,432
2026-06-04,S002,P002,43,250.0,0,0,Urban,Electronics,415
2026-06-05,S002,P002,62,250.0,0,1,Urban,Electronics,395
2026-06-06,S002,P002,51,250.0,0,0,Urban,Electronics,381
2026-06-07,S002,P002,64,250.0,0,0,Urban,Electronics,354
2026-06-08,S002,P002,32,250.0,0,0,Urban,Electronics,349
2026-06-09,S002,P002,45,250.0,0,0,Urban,Electronics,313
2026-06-10,S002,P002,42,250.0,0,0,Urban,Electronics,309
2026-06-11,S002,P002,43,250.0,0,0,Urban,Electronics,286
2026-06-12,S002,P002,24,250.0,0,0,Urban,Electronics,266
2026-06-13,S002,P002,51,250.0,0,0,Urban,Electronics,237
2026-06-14,S002,P002,73,250.0,0,1,Urban,Electronics,224
2026-06-15,S002,P002,60,250.0,0,1,Urban,Electronics,506
2026-06-16,S002,P002,46,250.0,0,0,Urban,Electronics,487
2026-06-17,S002,P002,52,250.0,0,0,Urban,Electronics,456
2026-06-18,S002,P002,64,250.0,0,1,Urban,Electronics,440
2026-06-19,S002,P002,54,250.0,0,0,Urban,Electronics,425
2026-06-20,S002,P002,74,250.0,0,0,Urban,Electronics,398
2026-06-21,S002,P002,56,250.0,0,0,Urban,Electronics,381
2026-06-22,S002,P002,24,250.0,0,0,Urban,Electronics,364
2026-06-23,S002,P002,53,250.0,0,0,Urban,Electronics,332
2026-06-24,S002,P002,35,250.0,0,0,Urban,Electronics,321
2026-06-25,S002,P002,32,250.0,0,0,Urban,Electronics,303
2026-06-26,S002,P002,66,250.0,0,1,Urban,Electronics,280
2026-06-27,S002,P002,83,250.0,0,1,Urban,Electronics,260
2026-06-28,S002,P002,46,250.0,0,0,Urban,Electronics,237
2026-06-29,S002,P002,69,250.0,0,1,Urban,Electronics,227
2026-06-30,S002,P002,37,250.0,0,0,Urban,Electronics,497
2026-07-01,S002,P002,52,250.0,0,0,Urban,Electronics,472
2026-07-02,S002,P002,33,250.0,0,0,Urban,Electronics,451
2026-07-03,S002,P002,31,250.0,0,0,Urban,Electronics,448
2026-07-04,S002,P002,68,250.0,0,0,Urban,Electronics,415
2026-07-05,S002,P002,63,250.0,0,0,Urban,Electronics,395
2026-07-06,S002,P002,58,250.0,15,1,Urban,Electronics,380
2026-07-07,S002,P002,47,250.0,0,0,Urban,Electronics,362
2026-07-08,S002,P002,47,250.0,0,0,Urban,Electronics,343
2026-07-09,S002,P002,48,250.0,0,0,Urban,Electronics,312
2026-07-10,S002,P002,46,250.0,0,0,Urban,Electronics,299
2026-07-11,S002,P002,52,250.0,0,0,Urban,Electronics,277
2026-07-12,S002,P002,44,250.0,0,0,Urban,Electronics,258
2026-07-13,S002,P002,39,250.0,0,0,Urban,Electronics,241
2026-07-14,S002,P002,35,250.0,0,0,Urban,Electronics,211
2026-07-15,S002,P002,25,250.0,0,0,Urban,Electronics,499
2026-07-16,S002,P002,59,250.0,0,1,Urban,Electronics,474
